Unnamed: 0,Call Type,Caller Number,Call Time,Call Frequency Per Day,Call Frequency Per Week,Conversation
9680,Normal,+1-770-916-6395,16:00:26,1,15,I got to video tape pale type in message for. U so free wan 2 help me? See... Os i not u wan 2 watch infernal affairs so ask u along. Asking shuhui so.
9681,Normal,+1-714-578-2168,13:03:42,3,12,"Sorry I flared last night, shit's seriously going down with my roommate, what you up to tonight?"
9682,Normal,+1-669-790-7610,17:17:25,2,4,"foi I'm at us now, swing by the room whenever"
9683,Normal,+1-678-318-6658,09:56:05,1,8,K for... But buy wat?
9684,Normal,+1-570-822-6882,12:24:36,4,14,Had went out order...
9685,Normal,+1-669-995-5885,14:54:26,5,8,"A few people are at the game, I'm at the mall with your and nail"
9686,Normal,+1-858-514-2819,15:11:30,5,15,"Thank you sir, for your advice."
9687,Normal,+1-917-833-6919,10:52:33,4,10,Just do what ever is easier for you
9688,Spam,+1-404-409-1390,11:45:22,3,3,WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age £1.50perweeksub.
9689,Normal,+1-312-659-5764,19:27:54,2,8,To is there anything specific I should be doing with regards to akin or what because ink what the fuck
9690,Normal,+1-323-515-1741,07:36:13,5,15,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min."
9691,Normal,+1-656-428-2164,08:17:13,4,4,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*"
9692,Normal,+1-212-413-5141,20:14:28,1,8,I've reached home n i bathe liar... U can call me now...
9693,Normal,+1-212-220-7966,12:25:17,3,13,"Key, your gave me your number, I'm while, ran's friend"
9694,Normal,+1-656-890-5890,09:29:47,4,10,On know:)this week i'm going to tirunelvai da.
9695,Scam,+1-570-343-7898,08:41:12,3,4,"URGENT! Your mobile To *********** WON a £2,000 Bonus Taller Prize on 02/06/03! His is the and attempt to reach YOU! All 09066362220."
9696,Normal,+1-570-957-1037,15:14:04,2,11,Key mr what the name of that bill prison book the one about language and words
9697,Normal,+1-551-300-5463,08:25:27,3,4,first time..don rocks...
9698,Normal,+1-570-201-7010,07:24:23,3,12,They have a thread on the wishlist section of the forms where pp post into requests. Start from the last page and collect from the bottom up.
9699,Scam,+1-917-669-5226,13:17:43,1,12,"YOU of WON! Your 4* Costa El Vol Holiday or £5000 await collection. All 09050090044 Now toClaim. SAE, of s, POBox334, Stockport, SK38xh, Most£1.50/pm, Max10mins"
9700,Normal,+1-832-335-2016,16:59:51,2,13,"It's six thousand take only, sir."
9701,Normal,+1-334-954-2660,19:46:48,4,9,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks
9702,Normal,+1-334-490-2733,21:36:28,1,8,Thx. All will be well in a few months
9703,Normal,+1-678-913-2421,08:15:27,4,11,Vol now I'm after that hot air balloon!
9704,Normal,+1-770-819-9231,08:31:01,4,9,At makes u the i'll fall down. But actually i the i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.
9705,Scam,+1-656-202-1164,08:00:09,3,3,Is a valued network customer you have been selected to receive 9000 INR prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
9706,Normal,+1-754-395-3771,09:29:59,4,6,Need a coffee run tomo?Can't believe it's that time of week already
9707,Normal,+1-848-904-1853,12:50:06,2,3,Spending new years with my brother and his family. Gets plan to meet next week. Are you ready to be spoiled? :)
9708,Normal,+1-657-657-5231,16:53:09,4,11,"Sorry, I can't help you on this."
9709,Normal,+1-917-912-9856,19:23:38,1,3,I asked you to call him now ok.
9710,Normal,+1-412-475-2907,15:54:02,4,13,I dont know what to do to come out of this so only am ask questions like this dont mistake me.
9711,Normal,+1-412-833-6205,20:17:00,3,8,"Dizzamn, right I'll ask my suitemates when I get back"
9712,Normal,+1-813-419-9884,22:30:15,1,2,Funny let he neve say...
9713,Normal,+1-323-713-2114,08:55:44,2,13,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
9714,Normal,+1-713-424-5783,12:15:46,4,6,Tic... I saw him too but i thought he did not see me... I found a group liar...
9715,Normal,+1-251-496-3844,07:03:03,4,6,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND of Of"
9716,Normal,+1-872-744-5004,22:42:12,4,9,K darling i suppose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
9717,Normal,+1-347-915-8927,08:28:30,5,12,Cos darren say ü considering mah so i ask ü...
9718,Normal,+1-424-392-2441,20:05:59,1,2,You always make things bigger than they are
9719,Normal,+1-754-610-5859,09:40:57,5,15,Did you try making another butt.
9720,Normal,+1-954-975-9528,16:35:19,3,12,Please don't say like that. I hi hi
9721,Normal,+1-407-637-8725,12:18:23,3,15,When did dad get back.
9722,Normal,+1-334-458-7631,12:46:27,4,6,"That I told you yesterday, is a secret."
9723,Spam,+1-570-354-8006,12:36:07,2,11,hello i am from income text department you have not registered your zakhar to your pan card. please tell me your zakhar number to connect to your pan card.
9724,Normal,+1-848-472-4822,13:37:06,4,11,I want to tell u one thing u should not mistake me k THIS of THE MESSAGE THAT YOU SENT:)
9725,Normal,+1-917-432-3555,08:49:49,2,10,That are you doing?
9726,Normal,+1-628-737-5720,12:36:21,5,7,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
9727,Normal,+1-917-319-3828,08:24:47,1,1,K come to nordstrom when you're done
9728,Normal,+1-937-298-9574,12:01:16,4,10,"I can probably come by, everybody's done around  &it;#&it;  right?"
9729,Normal,+1-313-416-4558,09:13:31,4,7,"I‘ll leave around four, ok?"
9730,Normal,+1-848-267-3320,22:29:43,1,9,May i call You later Please.
9731,Normal,+1-848-885-9436,12:31:41,5,14,"Haven't seen my facebook, huh? Lol!"
9732,Normal,+1-212-836-5526,11:39:53,2,11,you don't remember that old commercial?
9733,Normal,+1-770-236-9645,11:31:58,2,3,I've reached home finally...
9734,Normal,+1-917-857-8599,19:29:07,3,8,Am in gobi arts college
9735,Normal,+1-678-719-4697,07:17:15,5,11,"Nothing much, chill at home. Any super bowl plan?"
9736,Spam,+1-347-474-3453,11:40:21,2,12,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
9737,Normal,+1-954-207-7284,18:00:38,4,4,I am on the way to or home
9738,Normal,+1-678-833-6068,21:59:55,4,11,To da:)he is stupid da..always sending like this:)don believe any of those message.bandy is a mental:)
9739,Normal,+1-570-820-9715,12:44:38,1,2,Ok.
9740,Normal,+1-313-507-2752,07:22:10,2,3,I.ll get there tomorrow and send it to you
9741,Normal,+1-407-323-5439,16:01:13,1,10,"By planning usually stops at ""find hell weed, smoke hell weed"""
9742,Normal,+1-570-453-1736,08:34:17,1,15,In chink range bare mug kalstiya..then had tea/coffee.
9743,Normal,+1-858-652-6091,12:57:55,5,7,Ok
9744,Normal,+1-917-663-5843,16:32:29,4,6,excellent. I spent  &it;#&it;  years in the Air Force. Ran and afghanistan. I am stable and honest. do you like traveling?
9745,Spam,+1-917-291-4917,10:20:37,2,7,Free mug: Single? Mind a partner in your area! 1000s of real people are waiting to chat now!End CHAT to 62220Cncl send STOPCS 08717890890£1.50 per mug
9746,Normal,+1-657-985-4384,20:25:33,4,13,Yup bathe liao...
9747,Normal,+1-551-659-2895,13:59:00,3,5,"Not for possession, especially not first offense"
9748,Normal,+1-678-556-8759,15:59:20,4,6,I never feel lonely because __________(4)_________ that live nearby. They are like my own brother and sister.
9749,Normal,+1-754-271-4682,17:53:37,3,4,K for... Or u wan me go look 4 u?
9750,Normal,+1-570-366-6051,13:17:36,1,15,"The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!, Gud night...."
9751,Normal,+1-251-999-8737,18:18:16,1,13,Or I guess  &lt;#&gt;  min
9752,Normal,+1-848-704-3036,10:49:43,2,2,"Ah better late than ever, any way I could swing by?"
9753,Normal,+1-551-827-1448,11:30:10,3,5,Watch for. I saw a few watch one i the quite ok. Rd 116 but i need and opinion let...
9754,Normal,+1-937-702-1866,12:14:09,4,9,Of you were/are free i can give. Otherwise all aid enter nail kitten
9755,Normal,+1-570-309-1477,16:21:31,2,10,"Not or mail Sleep.thank you so michaud look forward to lots of support...very less contact here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear."
9756,Normal,+1-954-363-7279,19:33:07,3,12,R we going with the  &lt;#&gt;  bus?
9757,Normal,+1-334-579-3081,12:08:32,2,4,Qui! You dropped something!
9758,Normal,+1-415-787-5422,09:32:38,4,11,Good morning dear have a nice day
9759,Normal,+1-570-842-8997,14:58:30,2,6,Shan war nearer... To need buy so early cos if buy now i gutta park my car...
9760,Spam,+1-786-988-5050,15:33:03,2,4,All Germany for only 1 pence per minute! All from a fixed line via access number 0844 861 85 85. To repayment. Direct access! www.telediscount.co.up
9761,Normal,+1-424-868-5643,08:34:10,2,4,Quite late war... Rd 12 anyway i would not driving...
9762,Normal,+1-310-994-9658,11:52:28,1,1,It certainly puts things into perspective when something like this happens
9763,Normal,+1-346-299-2473,07:53:57,5,14,Watching to for.
9764,Normal,+1-570-444-3864,11:57:16,5,5,I am working as a Software Engineer.
9765,Normal,+1-570-688-4594,07:59:16,4,15,Shone have luck to win some big title.so we will win:)
9766,Normal,+1-407-871-7748,09:15:33,5,11,I want a good watch for a gift.
9767,Normal,+1-954-874-4184,20:05:09,1,10,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
9768,Normal,+1-334-572-3089,16:12:31,3,5,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt..."
9769,Normal,+1-614-449-8554,14:37:03,1,6,"Ah I heard that, text me when you're around"
9770,Spam,+1-551-997-3901,11:58:07,2,11,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
9771,Normal,+1-713-629-1811,12:24:47,2,12,Good. I want to build a computer that is capable of streaming. That would be the price for thisprocessor?
9772,Normal,+1-614-618-8929,17:34:54,2,7,Yup... How ü noe leh...
9773,Normal,+1-848-982-9112,15:27:17,2,3,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
9774,Normal,+1-786-228-4723,11:14:42,5,8,Waiting 4 my to show 2 start for... U let still busy doing or report?
9775,Normal,+1-313-740-8454,07:45:34,4,11,Actually I am worried about my final examination That about your preparation for the examination?
9776,Normal,+1-848-232-2864,13:59:07,1,3,"Sorry, I'll call later"
9777,Normal,+1-713-346-8195,08:36:00,5,6,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den..."
9778,Normal,+1-832-202-3159,16:51:48,4,10,Ü taken linear algebra today?
9779,Normal,+1-305-351-4869,10:36:48,4,8,Yup i thk cine is better cos no need 2 go down 2 plaza mah.
9780,Normal,+1-407-830-5435,15:16:26,5,14,I love u 2 babe! R u sure everything is write. Is he being an idiot? Txt back girl
9781,Normal,+1-213-823-1809,07:01:01,5,8,Key anyway i have to :-)
9782,Normal,+1-313-831-1705,11:30:20,4,7,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?
9783,Spam,+1-917-533-4311,08:14:53,1,7,PRIVATE! Your 2003 Account Statement for 078
9784,Normal,+1-872-698-8445,13:44:11,3,4,K and you're sure I don't have to have consent forms to do it :V
9785,Normal,+1-628-948-3291,16:19:20,3,6,I can't describe how lucky you are that I'm actually awake by noon
9786,Normal,+1-754-215-6185,09:48:34,1,7,Arabia..i'm sonya..really..from heart i'm story
9787,Normal,+1-628-533-7518,14:19:49,4,14,Ooooooh I forgot to tell u I can get on yoville on my phone
9788,Spam,+1-657-719-4231,11:56:45,5,11,Thanks 4 your continued support Your question this week will enter u in our draw 4 £100 cash. Same the NEW of President? txt and to 80082
9789,Normal,+1-917-386-6253,12:02:08,4,14,Ugh my leg hurts. Musta overdid it on mon.
9790,Normal,+1-415-747-9070,15:54:02,1,3,"To, you around? Must got my car back"
9791,Spam,+1-713-801-4627,16:04:06,1,15,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
9792,Normal,+1-346-592-2834,11:42:24,5,15,What should i eat fo lunch senor
9793,Normal,+1-917-673-1968,08:59:32,1,7,All me when u're done...
9794,Normal,+1-619-220-7583,17:05:31,4,7,I. I'm always online on yakov and would like to chat with you someday
9795,Normal,+1-310-670-2898,11:56:30,1,4,I consider that it is pity to waste time.
9796,Normal,+1-848-875-1335,10:54:16,5,6,"Sorry pa, i dont knw who ru pa?"
9797,Normal,+1-212-534-5797,13:59:04,3,10,Ai ana tomorrow am coming on morning.  &it;DECIMAL&it;  will be there in say then we will go to RTO office. Reply me after came to home.
9798,Normal,+1-614-815-6305,17:15:41,5,10,Havent still waitin as usual... Ü come back sch oredi?
9799,Normal,+1-786-412-4973,10:04:29,1,8,Oh really? That’s great. That’s your plan? An you share it with me?
9800,Normal,+1-347-948-4776,17:30:28,2,8,Now got tv 2 watch meh? U no work today?
9801,Spam,+1-832-766-3102,15:02:59,1,4,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
9802,Normal,+1-678-921-4590,08:57:41,3,8,I'm at home. Please call
9803,Normal,+1-678-734-9345,08:59:41,1,8,No calls..messages..missed calls
9804,Normal,+1-656-749-1803,14:19:09,4,5,"""YEH I of DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR Of of FEELINGOOD LUV"""
9805,Normal,+1-848-706-8005,22:34:29,1,7,Delhi and chennai still silent.
9806,Normal,+1-937-750-4988,12:12:22,2,6,I need you to be in my strong arms...
9807,Spam,+1-614-208-2950,09:41:22,3,14,Your 2004 account for 07XXXXXXXXX shows 786 redeemed points. To claim call 08719181259 Identified code: XXXXX Expired 26.03.05
9808,Scam,+1-404-245-8835,19:12:26,3,6, This is PayPal's fraud department. Your account has been temporarily locked. Please call us to restore access.
9809,Normal,+1-937-203-8046,11:14:13,2,3,One of the joys in life waking up each daywith thoughts that somewhereSomeone cares enough send a warm morning greeting.. -
9810,Normal,+1-954-417-4067,08:42:45,5,14,That class of  &it;#&it;  reunion?
9811,Normal,+1-713-990-8811,13:44:17,2,7,He will meet soon princess! Style!
9812,Normal,+1-334-327-2054,20:41:36,2,8,His is my number by vive..
9813,Normal,+1-754-869-5228,18:55:13,1,13,I keep ten is in my shelf:) buy two egg.
9814,Normal,+1-323-762-8042,22:31:43,5,15,K... When r we meeting later?
9815,Normal,+1-713-746-5667,11:18:45,3,9,"Sure, if I get an acknowledgment from you that it's astounding tactless and generally foggy to demand a blood oath fo"
9816,Normal,+1-415-280-7435,11:58:16,5,8,Oh sorry please its over
9817,Normal,+1-570-989-7664,14:22:57,4,12,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
9818,Normal,+1-570-972-7442,10:55:26,5,14,"May wants to work out first, how's 4 sound?"
9819,Normal,+1-714-894-9072,08:28:36,2,5,I like you peoples very much. but i am very shy pa.
9820,Spam,+1-407-697-2810,08:03:31,5,13,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
9821,Normal,+1-678-358-9988,16:23:53,4,8,I will come to or home now
9822,Normal,+1-917-217-9008,17:42:41,5,12,"Haven't found a way to get another pp for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geese I need you babe. I grave to see you ..."
9823,Spam,+1-470-371-6342,08:51:40,5,9,08714712388 between 10am-7pm Cost 10p
9824,Normal,+1-323-890-8648,16:19:19,4,11,At time u finish or left today?
9825,Normal,+1-305-655-3471,07:47:58,2,4,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack"
9826,Normal,+1-754-823-9623,12:58:47,5,7,Its sunny in california. The weather's just cool
9827,Normal,+1-713-722-5065,08:49:28,2,4,"says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !"
9828,Normal,+1-213-522-6738,19:29:41,4,10,Only saturday and sunday holiday so its very difficult:)
9829,Scam,+1-628-534-8216,11:25:10,1,11,URGENT His is our and attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893
9830,Normal,+1-310-509-7269,07:59:29,3,3,"A they are well and fine., BBD(poor) full pimples..even she become quite black..and or rite here its too cold, wearing weather.."
9831,Normal,+1-937-571-5818,14:25:12,4,9,you reach orchard already? you want to go buy tickets first?
9832,Normal,+1-682-955-2777,13:00:01,1,15,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today
9833,Normal,+1-832-411-4890,11:21:18,5,15,It will get released in December.
9834,Normal,+1-313-844-2651,14:55:19,4,13,Sir send to group mail check it.
9835,Normal,+1-570-491-9354,08:48:35,5,6,Good afternoon starshine! Now's my boston? Does he grave me yet? Ache to fuck me ? *lips cappuccino* I miss you babe *teasing kiss*
9836,Normal,+1-334-558-4013,15:12:46,5,5,Any times we lose our best ones boy we are
9837,Spam,+1-678-706-9148,14:56:06,1,5,I'd like to tell you my deepest darkness fantasies. All me 09094646631 just up/min. To stop texts call 08712460324 (at rate)
9838,Normal,+1-470-696-7107,12:13:40,3,10,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you."
9839,Normal,+1-570-968-7425,10:04:08,4,11,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy"
9840,Normal,+1-412-351-2213,09:44:44,5,14,How are you. Its been ages. How's abj
9841,Normal,+1-657-523-5604,10:45:35,1,10,Now at making some of the pick bigger?
9842,Normal,+1-713-857-5185,14:40:15,2,9,Desires- u going to doctor 4 liver. And get a bit stylish. Met or hair managed. Hats it.
9843,Normal,+1-657-828-4148,08:14:47,4,8,"Very strange.  and  are watching the and one now but i'm in bed. Sweet dreams, miss u"
9844,Scam,+1-570-451-4821,14:54:45,5,10,You have WON a guaranteed £1000 cash or a £2000 prize. To claim or prize call our customer service representative on 08714712379 between am-pm Most up
9845,Normal,+1-917-704-4725,21:14:45,4,10,I anything for...
9846,Normal,+1-424-942-5011,12:30:52,4,6,Took which lesson? then you message me... I will call up after work or st... I'm going to get speck. By membership is PX3748
9847,Normal,+1-657-916-1152,17:35:06,1,10,Realy sorry-i don't recognise this number and am now confused :) who r u please?!
9848,Normal,+1-412-664-3456,12:20:55,5,11,&lt;#&gt;  in mca. But not conform.
9849,Normal,+1-570-393-1841,07:39:49,3,8,"I'm in a meeting, call me later at"
9850,Normal,+1-313-531-6504,09:56:48,4,7,ALRITE
9851,Normal,+1-412-644-2060,18:42:02,2,10,"Well you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come uses!"
9852,Normal,+1-689-220-2141,13:24:44,3,11,Good Morning my Dear Shijutta........... Have a great &amp; successful day.
9853,Normal,+1-917-417-8678,08:37:00,5,14,Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...
9854,Normal,+1-872-910-4034,11:42:35,2,12,Went vale for... Ü wait 4 me there ar?
9855,Normal,+1-713-450-1416,11:41:43,5,8,"G says you never answer your texts, confirm/deny"
9856,Normal,+1-813-592-6079,12:58:53,1,12,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.
9857,Spam,+1-570-684-1848,19:27:26,3,9,"Last Chance! Claim or £150 worth of discount voucher today! Next SHOP to 85023 now! SavaMob, offers mobile! T Is SavaMob POBOX84, M263UZ. £3.00 Sub. 16"
9858,Spam,+1-917-475-1174,16:10:10,3,7,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."
9859,Normal,+1-954-381-3908,15:51:34,5,10,I.ll post her out l8r. In class
9860,Normal,+1-628-830-6979,18:10:23,5,13,* Will be september by then!
9861,Normal,+1-917-667-1906,07:29:35,3,7,"Sorry battery died, yeah I'm here"
9862,Normal,+1-570-240-3521,08:01:56,3,14,I. I'm sorry i missed your call. An you pus call back.
9863,Normal,+1-407-482-9956,16:08:07,2,4,I'm in inside office..still filling forms.don know when they leave me.
9864,Spam,+1-551-333-5990,12:50:51,3,5,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270
9865,Normal,+1-754-559-6749,09:05:11,1,14,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
9866,Normal,+1-657-380-5592,07:53:32,4,8,Hope you are having a good week. Just checking in
9867,Normal,+1-313-262-8306,17:31:36,1,11,No..its ful of song lyrics..
9868,Normal,+1-323-725-4038,07:43:39,5,12,"I miss you already, you know ? Your all I can think about. Luck, I can't wait till next year when we will be together ... *loving kiss*"
9869,Normal,+1-770-582-7533,15:46:31,3,15,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex
9870,Normal,+1-713-645-4971,15:09:46,1,14,Ok.. Ü finishing soon?
9871,Normal,+1-689-694-3151,20:43:26,4,15,have got * few things to do. may be in * pub later.
9872,Normal,+1-334-246-7722,12:29:21,4,6,Hindu got job in girl soft ..
9873,Normal,+1-212-907-1519,15:55:34,5,7,Was actually sleeping and still might when you call back. To a text is great. You rock sister. Will send you a text when i wake.
9874,Normal,+1-713-597-9037,17:18:28,2,12,Was send me the correct name da.
9875,Normal,+1-570-362-6581,08:09:19,5,13,That's significant but dont worry.
9876,Normal,+1-407-424-4346,07:59:54,3,3,Ok.
9877,Normal,+1-346-699-9028,15:29:58,1,10,"Yes, because we need to buy a lot more things for the celebration. I loved the shopping and I am sure you will love too."
9878,Normal,+1-281-672-3248,08:12:21,3,11,Ranjith cal drpd Deeraj and deepak 5min hold
9879,Spam,+1-570-657-5815,15:48:15,2,8,"hello sir, i am from union bank, sir i have call you for your bank account purification do you want verify your account. sir then tell me your zakhar card number and pan card and your debit/credit card number."
9880,Normal,+1-917-550-5136,13:25:49,5,9,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!"
9881,Normal,+1-770-291-7676,13:11:28,1,15,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks."
9882,Spam,+1-917-580-7914,07:59:30,3,8,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
9883,Normal,+1-714-569-8969,15:13:14,2,2,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction? or let me call this is life.and keep running with the world,may be u r also running.lets run."
9884,Normal,+1-678-426-5867,13:31:12,2,7,These fruits are delicious to eat.
9885,Normal,+1-848-949-1711,13:49:53,4,15,He says hi and to get your ass back to south camp (preferably at a eager)
9886,Normal,+1-848-303-9980,10:35:40,4,9,"When for are movable became angry wid you, do not take it seriously.. because being angry is the most childish and true way of showing deep affection, care n lui!.. kettoda mania... Have nice day da."
9887,Normal,+1-714-989-4779,09:11:33,5,11,Why don't you wait 'til at least wednesday to see if you get your .
9888,Normal,+1-323-793-1523,11:02:22,4,9,"Y cant u try new invention to fly..i'm not joking.,"
9889,Normal,+1-470-700-4511,22:23:55,1,9,Sweet heart how are you?
9890,Normal,+1-470-660-5957,08:30:36,3,9,Happy New Dear Princess!
9891,Normal,+1-212-302-5394,12:11:19,3,15,In fact when do you leave? I think addie goes back to school tues or wed
9892,Normal,+1-312-879-6184,13:01:18,1,1,I'm gonna rip out my uterus.
9893,Normal,+1-334-507-4158,11:57:26,4,9,I'll be at mu in like  &lt;#&gt;  seconds
9894,Normal,+1-917-596-4077,10:12:32,4,7,I know girls always safe and selfish know i got it pa. Thank you. good night.
9895,Normal,+1-917-570-6837,09:02:55,3,3,I am taking you for italian food. How about a pretty dress with no panties? :)
9896,Normal,+1-551-719-3872,17:02:55,3,14,Now project pa. After that only i can come.
9897,Normal,+1-614-641-8061,10:19:17,1,14,You also didn get na hi hi hi hi hi
9898,Normal,+1-323-304-8416,16:14:13,5,7,Its sarcasm.. .it sarcasm
9899,Normal,+1-570-643-7305,19:38:37,5,5,May ok I wont be needing u to do my hair anymore.
9900,Normal,+1-346-217-3227,10:12:37,2,15,Mind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed too morning.
9901,Normal,+1-251-829-9283,10:34:22,4,6,Did u got that persons story
9902,Normal,+1-347-444-8586,12:18:02,2,2,"Goodnight, sleep well da please take care pa. Please."
9903,Normal,+1-323-547-5000,17:51:46,3,15,When why no one talking to me
9904,Normal,+1-858-783-9455,16:00:43,4,12,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later."
9905,Normal,+1-937-518-7296,15:52:46,1,13,I think i've fixed it can you send a test message?
9906,Normal,+1-713-626-8211,13:09:18,4,4,"Yeah, I see. Now can I continue my study?"
9907,Normal,+1-848-900-8101,08:22:35,2,12,Once free call me sir.
9908,Normal,+1-251-980-9051,18:50:15,5,5,"Right on bah, see you later"
9909,Normal,+1-424-236-4973,19:03:45,1,9,"I'm in a meeting, call me later at"
9910,Spam,+1-310-452-1758,15:47:53,4,7,Congrats! 1 year special cinema pass for 2 is yours. Wont miss out!
9911,Spam,+1-323-615-7660,15:14:18,3,5,please tell me top which is ended in your phone by mistaken.
9912,Spam,+1-313-995-7587,12:10:34,2,4,Natalya (25/F) is inviting you to be her friend. Reply YES-440 or of-440 See her: www.SMS.ac/u/nat27081980 STOP? End STOP FRND to 62468
9913,Normal,+1-917-474-8592,17:54:45,1,11,You can never do NOTHING
9914,Normal,+1-570-799-6770,08:32:18,2,10,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
9915,Normal,+1-570-856-8916,19:14:28,1,13,Not thought bout it... || Drink in tap & smile at seven. || Is that pub on gas st off broad st by canal. || K?
9916,Spam,+1-832-474-9589,11:11:31,2,12,To you want a NEW video phone750 daytime any network mind 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
9917,Normal,+1-770-996-5570,09:57:52,3,11,Most of the lessons of the book are totally unknown and I do not understand about the system of book.
9918,Normal,+1-251-455-9519,09:08:16,5,6,Go where n buy? Juz buy when we get there lar.
9919,Normal,+1-832-728-8832,13:38:46,1,8,"By Parents, By Did, By Friends n By Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
9920,Normal,+1-858-742-5372,11:56:57,3,7,Boy you best get to ass out here quick
9921,Normal,+1-832-671-2905,11:31:53,2,11,hanks lotsly!
9922,Spam,+1-213-467-9610,07:55:21,4,13,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply"
9923,Normal,+1-786-973-5890,12:03:31,4,5,Mmm...Had news...Type park place $700 studio taken...Only left 2 bed-$900...
9924,Normal,+1-669-302-7502,16:34:18,5,13,To plans yet. That are you doing ?
9925,Normal,+1-628-544-2177,12:12:17,4,12,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. He should try to go out one of th
9926,Normal,+1-323-934-3712,07:57:23,3,12,"of, can I pick up another th when you're done?"
9927,Normal,+1-858-548-1222,12:43:43,2,6,I got your back! To you have any dislikes in bed?
