,Caller Number,Call Time,Call Type,Conversation
4991,+1-303-555-3222,08:49:15,normal,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL"
4992,+1-919-663-3285,22:56:12,fraud,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p
4993,+1-206-989-3974,05:35:12,normal,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition...
4994,+1-212-849-6010,18:20:43,normal,I cant pick the phone right now. Pls send a message
4995,+1-404-267-6873,15:57:43,normal,Yes but I don't care cause I know its there!
4996,+1-303-982-6521,19:00:14,normal,S.this will increase the chance of winning.
4997,+1-614-629-5582,17:02:46,normal,No problem. I will send to your email.
4998,+1-614-593-4350,11:14:59,normal,Indeed and by the way it was either or - not both !
4999,+1-614-681-1226,20:11:49,normal,Yeah sure. You just need to create an ID on iCloud or you can use your existing Apple ID as well.
5000,+1-404-334-3288,03:51:26,normal,Ok that's great thanks a lot.
5001,+1-808-306-5836,12:34:58,normal,"Almost there, see you in a second."
5002,+1-303-593-9248,04:16:50,normal,Hi i am having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.
5003,+1-503-435-4397,18:35:41,normal,"I sent you the prices and do you mean the  &lt;#&gt; g,"
5004,+1-305-920-5782,14:16:06,normal,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
5005,+1-602-250-4880,15:13:49,normal,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
5006,+1-214-900-7181,23:04:17,fraud,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
5007,+1-214-643-9312,16:56:57,normal,Unless it's a situation where YOU GO GURL would be more appropriate
5008,+1-512-356-6215,06:17:42,normal,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
5009,+1-614-816-6413,14:33:27,normal,Do you work all this week ?
5010,+1-901-252-9337,18:30:18,normal,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.
5011,+1-206-829-8749,10:53:24,normal,Or I guess  &lt;#&gt;  min
5012,+1-503-818-9220,07:55:17,normal,Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you
5013,+1-901-205-6263,13:19:55,normal,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well."
5014,+1-808-429-3844,20:53:35,normal,Nope. I just forgot. Will show next week
5015,+1-617-210-7587,23:47:46,normal,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour."
5016,+1-901-542-9295,08:26:50,normal,"Sir, the MRP is INR 33,000. But we have a special discount and we are selling this for INR 29,000."
5017,+1-503-622-6443,04:43:14,fraud,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
5018,+1-602-630-3977,15:50:52,normal,"Sorry, I'll call later"
5019,+1-617-878-5551,06:18:20,normal,Have a nice day my dear.
5020,+1-901-680-6349,01:57:48,normal,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.
5021,+1-212-309-3573,03:25:42,normal,Holy living christ what is taking you so long
5022,+1-415-686-3069,14:33:28,normal,Yeah we do totes. When u wanna?
5023,+1-206-713-1009,21:01:08,normal,Its ok my arm is feeling weak cuz i got a shot so we can go another time
5024,+1-213-250-6317,00:25:18,normal,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free
5025,+1-312-300-5131,14:25:07,normal,Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.
5026,+1-303-769-7333,10:17:57,normal,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!"
5027,+1-415-540-5900,22:14:02,normal,Thanks  and ! Or bomb and date as my phone wanted to say!
5028,+1-808-320-8279,00:57:45,normal,I am not at all happy with what you saying or doing
5029,+1-303-633-6014,10:45:11,normal,Its a part of checking IQ.
5030,+1-214-380-9949,18:03:43,normal,Goodnight da thangam I really miss u dear.
5031,+1-617-284-8422,02:04:25,normal,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe"
5032,+1-616-235-6176,20:22:22,fraud,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week
5033,+1-212-917-9226,14:22:03,fraud,"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate"
5034,+1-415-702-1090,14:32:16,normal,I had askd u a question some hours before. Its answer
5035,+1-206-468-4850,16:34:22,normal,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min."
5036,+1-614-544-8449,14:24:15,normal,"Yeah, probably here for a while"
5037,+1-312-784-6119,22:55:52,normal,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
5038,+1-901-423-7389,05:42:37,normal,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x"
5039,+1-614-438-8315,11:16:08,normal,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
5040,+1-614-337-1125,15:49:41,normal,Free any day but i finish at 6 on mon n thurs...
5041,+1-901-347-8487,10:27:07,normal,He's just gonna worry for nothing. And he won't give you money its no use.
5042,+1-617-761-7374,19:44:45,normal,And you! Will expect you whenever you text! Hope all goes well tomo
5043,+1-503-904-9357,12:31:56,normal,Ha ha ha good joke. Girls are situation seekers.
5044,+1-702-482-9401,03:07:30,normal,Just taste fish curry :-P
5045,+1-404-365-7411,07:36:42,normal,The dog whose colour is white has become mad.
5046,+1-901-874-3663,10:01:59,normal,Hui xin is in da lib.
5047,+1-919-454-1231,19:50:56,normal,I want a good watch for a gift.
5048,+1-312-246-7157,02:02:51,normal,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt..."
5049,+1-404-901-4860,21:45:30,normal,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!"
5050,+1-808-922-9913,19:22:00,normal,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
5051,+1-404-849-8007,23:33:48,normal,We can go 4 e normal pilates after our intro...
5052,+1-602-518-9789,19:58:11,normal,And pls pls drink plenty plenty water
5053,+1-614-310-2745,08:02:46,fraud,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705
5054,+1-213-416-7970,00:23:16,normal,Hi dude hw r u da realy mising u today
5055,+1-702-330-4966,02:46:56,normal,He used to smoke ten cigarettes daily.
5056,+1-214-886-2628,04:36:35,normal,my ex-wife was not able to have kids. Do you want kids one day?
5057,+1-404-800-6447,20:03:11,normal,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
5058,+1-213-846-9496,12:38:28,normal,It is only yesterday true true.
5059,+1-503-942-2216,12:06:42,normal,Dear umma she called me now :-)
5060,+1-919-889-3148,22:25:01,fraud,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3"
5061,+1-214-851-4769,22:47:10,fraud,"Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
5062,+1-808-375-3041,21:09:06,fraud,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only
5063,+1-512-251-8525,05:34:06,normal,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!
5064,+1-214-642-3139,23:32:14,normal,... Are you in the pub?
5065,+1-303-705-4186,11:45:15,normal,Ok thanx...
5066,+1-616-863-6526,13:42:01,normal,My friends use to call the same.
5067,+1-512-535-6064,18:23:06,normal,Apple iPhone 6s plus.
5068,+1-602-319-9665,18:00:57,normal,Sday only joined.so training we started today:)
5069,+1-303-627-3082,16:41:21,normal,"Nah, I'm a perpetual DD"
5070,+1-616-353-9976,18:45:44,normal,He's just gonna worry for nothing. And he won't give you money its no use.
5071,+1-312-869-1576,14:23:10,normal,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
5072,+1-901-465-8145,18:45:57,normal,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
5073,+1-303-289-4900,11:40:40,normal,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
5074,+1-305-452-5064,02:31:11,normal,Yes i will be there. Glad you made it.
5075,+1-703-649-5489,08:15:26,normal,"Playin space poker, u?"
5076,+1-702-818-4623,03:15:19,normal,Can ü call me at 10:10 to make sure dat i've woken up...
5077,+1-702-979-7219,19:10:00,normal,"""ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX."""
5078,+1-702-602-8515,17:00:26,normal,Actually I decided I was too hungry so I haven't left yet :V
5079,+1-602-531-8960,20:57:54,normal,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.
5080,+1-303-980-8802,01:14:23,normal,I WILL CAL YOU SIR. In meeting
5081,+1-212-355-5031,16:28:29,normal,Ok pa. Nothing problem:-)
5082,+1-512-576-3659,12:38:18,normal,Thank you!
5083,+1-901-835-3250,02:37:48,normal,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
5084,+1-616-716-6166,07:01:56,normal,"What part of ""don't initiate"" don't you understand"
5085,+1-303-277-2549,15:57:14,normal,"If i let you do this, i want you in the house by 8am."
5086,+1-512-756-8747,01:53:32,normal,Customer place i will call you
5087,+1-206-541-1478,23:40:49,normal,Is xy in ur car when u picking me up?
5088,+1-305-303-2525,00:03:16,normal,What do you have to do?
5089,+1-901-555-2750,20:03:14,normal,Customer place i will call you
5090,+1-512-889-1102,04:21:24,normal,How are you. Wish you a great semester
5091,+1-616-728-2855,17:30:24,normal,No break time one... How... I come out n get my stuff fr ü?
5092,+1-901-799-1977,06:16:31,normal,Have a good trip. Watch out for . Remember when you get back we must decide about easter.
5093,+1-415-986-5971,06:34:45,normal,"That's cool he'll be here all night, lemme know when you're around"
5094,+1-602-227-8274,06:14:38,normal,I am in hospital da. . I will return home in evening
5095,+1-214-615-8861,04:16:37,fraud,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
5096,+1-919-607-2706,09:08:23,normal,Is there coming friday is leave for pongal?do you get any news from your work place.
5097,+1-404-244-2356,11:05:44,normal,aathi..where are you dear..
5098,+1-616-457-7990,10:17:41,normal,"Ok, be careful ! Don't text and drive !"
5099,+1-919-453-5278,23:57:08,normal,I liked your new house
5100,+1-702-748-1981,20:37:45,normal,But pls dont play in others life.
5101,+1-614-836-6071,12:45:22,normal,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me for lunch. After lunch she invited me to her apartment. We went there."
5102,+1-303-961-8463,20:38:57,normal,I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?
5103,+1-212-936-4052,21:33:24,fraud,We tried to contact you are your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow
5104,+1-206-816-3105,08:44:48,fraud,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
5105,+1-617-299-1375,17:59:00,normal,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?
5106,+1-305-450-5493,06:18:54,normal,why? WHERE you AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATS AL!!!!!!!!!
5107,+1-901-404-4553,05:52:39,fraud,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service."
5108,+1-808-419-9513,05:29:05,normal,"Babe, I'm back ... Come back to me ..."
5109,+1-703-761-5858,10:40:01,normal,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever...."
5110,+1-919-956-6833,03:01:57,fraud,to get free access of Microsoft Azure hit on given message box link.
5111,+1-702-890-4639,09:07:58,normal,happened here while you were adventuring
5112,+1-212-708-4751,21:45:08,normal,Should I be stalking u?
5113,+1-503-643-2746,00:22:13,fraud,Hello i am a military man. I need some help from you.  Will help me.
5114,+1-614-741-9575,14:24:47,normal,Were trying to find a Chinese food place around here
5115,+1-919-798-5030,14:21:15,fraud,U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870
5116,+1-919-781-1150,22:35:20,normal,Its hard to believe things like this. All can say lie but think twice before saying anything to me.
5117,+1-206-670-7919,20:10:26,normal,"What have you been thinking, if you can share?"
5118,+1-404-412-5147,23:21:00,normal,You should change your fb.
5119,+1-703-593-1961,06:10:34,normal,Pls go there today  &lt;#&gt; . I dont want any excuses
5120,+1-602-960-7434,00:00:42,normal,Meeting you is my work. . . Tell me when shall i do my work tomorrow
5121,+1-214-344-3641,08:30:51,normal,"Sorry, I'll call later"
5122,+1-702-650-6793,13:56:26,normal,I cant wait to see you! How were the photos were useful? :)
5123,+1-901-958-2984,12:57:01,normal,Huh but i cant go 2 ur house empty handed right?
5124,+1-404-288-4825,04:16:27,fraud,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
5125,+1-602-683-5269,08:33:47,normal,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am
5126,+1-614-509-8689,16:42:09,normal,Yes. I went to the local police station. They wrote the FIR (First Information Report).
5127,+1-901-556-5211,15:11:17,normal,How much for an eighth?
5128,+1-305-697-5732,09:29:34,normal,Our Prasanth ettans mother passed away last night. Just pray for her and family.
5129,+1-312-853-1450,00:32:02,normal,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.
5130,+1-214-429-6473,10:07:05,normal,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.
5131,+1-616-437-8819,15:38:43,normal,I like fruits and vegetables.
5132,+1-616-641-2582,01:49:17,normal,Are you still getting the goods.
5133,+1-702-924-9499,04:04:51,normal,Well thats nice. Too bad i cant eat it
5134,+1-404-590-3745,08:11:09,normal,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
5135,+1-616-422-1399,17:29:02,normal,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
5136,+1-901-207-2670,21:20:23,fraud,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt
5137,+1-213-559-9580,10:54:13,normal,Ok. So april. Cant wait
5138,+1-214-939-7797,12:01:14,normal,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
5139,+1-901-942-3557,01:10:25,normal,Auntie huai juan never pick up her phone
5140,+1-305-990-8131,03:11:11,normal,Pick you up bout 7.30ish? What time are  and that going?
5141,+1-919-372-5237,17:28:34,normal,Stupid.its not possible
5142,+1-503-992-2298,16:21:50,normal,Excellent. Please pack that product. And I was also looking to buy a motherboard for my CPU. Do you have any suggestions? I heard that the Intel z490 motherboard is a good choice.
5143,+1-901-216-5473,01:56:39,fraud,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04
5144,+1-404-820-8848,11:13:56,normal,Can you do online transaction?
5145,+1-512-530-5042,08:47:49,normal,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!
5146,+1-213-735-5583,10:16:24,fraud,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+"
5147,+1-212-851-6554,23:42:51,normal,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do."
5148,+1-415-475-7491,12:37:35,normal,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
5149,+1-303-442-4240,17:23:34,normal,Lol! you drunkard! Just doing my hair at the moment. Yeah still up 4 to night. What's the plan?
5150,+1-901-901-3573,02:56:30,normal,Genius what's up. How your brother. Pls send his number to my skype.
5151,+1-213-600-2852,09:29:16,normal,Yeah so basically any time next week you can get away from your mom &amp; get up before 3
5152,+1-919-794-9001,02:44:34,normal,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
5153,+1-703-566-6712,03:10:14,normal,Cancel cheyyamo?and get some money back?
5154,+1-213-711-2926,18:37:03,normal,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation."
5155,+1-919-494-2400,09:39:52,fraud,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
5156,+1-312-903-7137,08:27:06,normal,That day you asked about anand number. Why:-)
5157,+1-702-944-3491,11:58:21,normal,JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME
5158,+1-512-365-7919,06:50:58,normal,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx
5159,+1-617-521-1683,03:55:28,fraud,"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+"
5160,+1-614-695-4658,08:01:48,normal,Have you not finished work yet or something?
5161,+1-213-722-8344,09:43:31,fraud,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
5162,+1-212-844-1654,10:08:32,normal,"Sorry, I'll call later"
5163,+1-702-279-6769,16:13:32,normal,Got it. Seventeen pounds for seven hundred ml – hope ok.
5164,+1-702-352-8082,12:05:21,normal,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola"
5165,+1-901-654-8363,20:35:45,normal,Oh :-)only 4 outside players allowed to play know
5166,+1-503-440-3461,01:54:02,normal,What Today-sunday..sunday is holiday..so no work..
5167,+1-206-362-4926,22:37:10,normal,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel..."
5168,+1-305-310-5894,11:48:03,normal,My sister going to earn more than me da.
5169,+1-206-826-8221,02:02:54,normal,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.
5170,+1-703-297-5194,09:15:57,normal,gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number.
5171,+1-303-442-5876,10:17:12,normal,My phone
5172,+1-503-929-3748,09:43:27,normal,Horrible gal. Me in sch doing some stuff. How come u got mc?
5173,+1-617-346-7793,02:26:57,normal,"K, I'll work something out"
5174,+1-212-915-6679,21:43:50,normal,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
5175,+1-212-904-6359,20:44:46,normal,"Shit that is really shocking and scary, can not imagine for a second. Define up for night out. Do you think there is somewhere i could crash for night, save on taxi?"
5176,+1-415-384-2069,20:28:51,normal,* Will be september by then!
5177,+1-703-607-6108,16:05:28,normal,Also remember the beads don't come off. Ever.
5178,+1-703-333-6724,21:33:11,normal,Ugh hopefully the asus ppl dont randomly do a reformat.
5179,+1-415-237-8215,11:12:45,normal,Check wid corect speling i.e. Sarcasm
5180,+1-214-896-7064,15:45:47,normal,oK..i deleted my contact that why?
5181,+1-703-232-3685,14:51:34,normal,Its ok..come to my home it vl nice to meet and v can chat..
5182,+1-919-948-3920,01:11:47,normal,&lt;#&gt;  w jetton ave if you forgot
5183,+1-703-602-6432,05:56:05,normal,Badrith is only for chennai:)i will surely pick for us:)no competition for him.
5184,+1-503-697-6986,09:40:42,normal,Did you got that persons story
5185,+1-602-948-8762,20:23:28,normal,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
5186,+1-617-403-1785,18:55:40,normal,Ü bot notes oredi... Cos i juz rem i got...
5187,+1-206-937-5776,20:38:16,normal,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
5188,+1-919-723-8427,04:37:37,normal,Heehee that was so funny tho
5189,+1-703-765-6042,22:12:56,normal,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later."
5190,+1-614-835-1784,16:02:48,normal,All right then.
5191,+1-312-234-1181,23:01:26,normal,This girl does not stay in bed. This girl doesn't need recovery time. I would rather pass out while having fun then be cooped up in bed
5192,+1-213-826-9881,05:39:49,normal,"No, not this one. Can we get a table by the window, please?"
5193,+1-212-584-2058,12:26:56,normal,This Friday there is a meeting wherein we are asked to deliver a presentation.
5194,+1-214-265-2724,17:49:18,fraud,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150p per messSubscription"
5195,+1-602-660-8967,23:11:52,normal,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
5196,+1-702-291-6000,23:47:23,normal,MY NO. IN LUTON 0125698789 RING ME IF YOUR AROUND!
5197,+1-303-876-6234,19:45:28,fraud,"hello sir ,i am from bank of baroda india do you have fill application form for loan. i called you for verify your document, tell me your aadhar number and otp of your mobile number."
5198,+1-214-901-4882,09:37:10,normal,Don't necessarily expect it to be done before you get back though because I'm just now heading out.
5199,+1-305-461-1624,08:26:22,normal,Well i know Z will take care of me. So no worries.
5200,+1-305-857-9601,10:25:08,fraud,"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+"
5201,+1-503-992-9235,02:53:02,normal,Wot u up 2 u weirdo?
5202,+1-616-345-5417,18:12:53,normal,"""Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic"""
5203,+1-214-773-1950,03:35:06,normal,I dont thnk its a wrong calling between us
5204,+1-703-823-3005,14:31:31,normal,"Ok, be careful ! Don't text and drive !"
5205,+1-602-434-8472,20:46:32,normal,Dunno dat's wat he told me. Ok lor...
5206,+1-212-356-3524,02:54:59,normal,Today am going to college so am not able to attend the class.
5207,+1-213-434-4155,19:46:38,normal,Spoons it is then okay?
5208,+1-213-859-2311,13:28:01,normal,Kanika is the lead actress. She is playing a role of a politician’s daughter. Ahh that’s enough of the information about the movie I guess. Let’s keep something for the trailer as well.
5209,+1-512-530-6758,01:38:26,normal,Left dessert. U wan me 2 go suntec look 4 u?
5210,+1-206-329-9543,13:23:12,normal,What precisely do we need to present?
5211,+1-617-394-6742,04:57:20,normal,That's a shame! Maybe cld meet for few hrs tomo?
5212,+1-808-831-8730,04:52:52,normal,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
5213,+1-503-441-5303,10:56:14,normal,Where are you? when wil you reach here?
5214,+1-919-562-9622,19:04:56,fraud,"Sir, can I know your account number?"
5215,+1-602-677-7974,08:10:03,normal,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around"
5216,+1-312-682-4501,18:59:09,normal,Lucky you. My cousins live in a different city so I rarely meet them.
5217,+1-614-426-9650,20:00:24,normal,"I can. But it will tell quite long, cos i haven't finish my film yet..."
5218,+1-213-292-6340,06:01:48,normal,"As in missionary hook up, doggy hook up, standing...|"
5219,+1-614-761-1916,18:04:44,normal,Kinda. First one gets in at twelve! Aah. Speak tomo
5220,+1-305-674-3882,12:25:59,fraud,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th
5221,+1-617-968-2587,18:08:33,normal,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
5222,+1-312-431-7232,18:45:17,normal,Still i have not checked it da. . .
5223,+1-616-969-6309,22:03:35,normal,Hi where you. You in home or calicut?
5224,+1-503-635-5296,19:25:57,normal,ARR birthday today:) i wish him to get more oscar.
5225,+1-617-743-7343,02:13:06,normal,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.
5226,+1-703-345-3889,20:05:28,normal,Yup having my lunch buffet now.you eat already?
5227,+1-212-201-6577,20:13:37,normal,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear."
5228,+1-312-417-6516,20:21:55,normal,At the funeral home with Audrey and dad
5229,+1-213-288-3690,02:28:12,fraud,Please CALL 08712402972 immediately as there is an urgent message waiting for you
5230,+1-602-968-9150,03:26:59,normal,As per your request 'Melle Melle' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
5231,+1-305-770-8761,17:59:07,fraud,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603"
5232,+1-303-808-5469,12:41:10,fraud,Dear Subscriber your draw for £100 gift voucher will be entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062
5233,+1-616-680-4584,21:33:40,normal,What you wearing?
5234,+1-305-940-4566,10:50:29,normal,"The paper was long, wasn’t it?"
5235,+1-415-408-9141,01:57:48,normal,Thanks for loving me so. You rock
5236,+1-616-533-5530,02:47:59,normal,Y ü wan to go there? C doctor?
5237,+1-901-613-8273,15:22:55,normal,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs
5238,+1-415-656-9709,17:18:56,normal,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...
5239,+1-602-695-7634,09:39:56,normal,K. I will sent it again
5240,+1-214-454-6241,14:31:36,normal,Which sector do you want to go?
5241,+1-206-742-5602,16:11:37,normal,R u here yet? I'm wearing blue shirt n black pants.
5242,+1-512-707-2058,11:54:27,normal,"Sorry, I'll call later"
